"series_episode","first_name","last_name","place"
205,"Janelle","Reynolds",1
206,"Teah","Evans",1
207,"Nick","Bona",1
208,"Claire","Handleman",1
209,"Antonio","Mure",1
210,"Zoe","Feigenbaum",1
211,"Sean","Quinn",1
212,"Teri","Hatcher",1
213,"Kristen","Gregory",1
214,"Hunter","Zampa",1
215,"Alex","Moreno",1
216,"Sarah","Pouzar",1
217,"Richard","Fields",1
218,"Joe","Youkhan",1
219,"Germano","Minen",1
220,"Evelyn","Garcia",1
221,"Phillip","Lee",1
222,"Roxanne","Spruance",1
223,"Lauren","Kyles",1
224,"Giuseppe","Gentile",1
225,"Jeremy","Bringardner",1
226,"Dinah","Surh",1
227,"Michael","Bryant",1
228,"Elda","Belanski",1
229,"Brandi","Chastain",1
230,"Carnie","Wilson",1
231,"Gillian","Vigman",1
232,"Michael","Imperioli",1
233,"Michael","Imperioli",1
234,"Georgeann","Leaming",1
235,"Lisa","Keys",1
236,"Rose","Ludwig",1
237,"Jeffrey","Forrest",1
238,"Keith","Young",1
239,"Joe","Wetherbee",1
240,"Mike","Kollarik",1
241,"Patti","Peck",1
242,"Clara","Park",1
243,"Lindsay","McClain",1
244,"Jeremy","Barlow",1
245,"Tom","Gloster",1
246,"James","Major",1
247,"Mindy","Merrel",1
248,"Natalia","Gavaria",1
249,"Kristin","Beringson",1
250,"Dean","Rucker",1
251,"Elderoy","Arendse",1
252,"Jason","Khaytin",1
253,"Dante","Foggy",1
254,"Tommi","Fowler",1
255,"Sequoia","Pranger",1
256,"Tommi","Fowler",1
257,"Nong","Poonsukwattana",1
258,"Giorgio","Rapicavoli",1
259,"Keith","Young",1
260,"Diana","Sabater",1
261,"Laila","Ali",1
262,"Diana","Sabater",1
263,"Lily","Nichols",1
264,"Emily","Chapman",1
265,"Roro","Morales",1
266,"Alex","Guarnaschelli",1
267,"Giuseppe","Fanelli",1
268,"Katie","Lee",1
269,"Geraldine","Martone",1
270,"Timothy","Peterson",1
271,"Travis","Loftland",1
272,"Adam","Greenberg",1
273,"Drew","Magary",1
274,"Thiago","Silva",1
275,"Meny","Vaknin",1
276,"Ben","Bettinger",1
277,"Stacey","Givens",1
278,"Daniel","Sharp",1
279,"Vandy","Vanderwarker",1
280,"Bradley","Stellings",1
281,"Maurizio","Crescenzo",1
282,"Mindy","Simmons",1
283,"Adam","Sappington",1
284,"Mo","Major",1
285,"Jackie","Khanich",1
286,"Jonathan","Kavourakis",1
287,"Silvia","Baldini",1
288,"Anna","Serrano",1
289,"Aaron","Sanchez",1
290,"Taylor","Garrigan",1
291,"Art","Smith",1
292,"Anne","Burrell",1
293,"Michael","Psilakis",1
294,"Jet","Tila",1
295,"Anne","Burrell",1
296,"Robyn","Almodovar",1
297,"Kelly","Hansen",1
298,"Brian","Riggenbach",1
299,"Andrea","Galan",1
300,"Ryan","Ross",1
301,"Seis","Kamimura",1
302,"Dafna","Mizrahi",1
303,"Roger","Mooking",1
304,"Yazmene","Kaylani",1
305,"Peter","Wenger",1
306,"Alexina","Chasin",1
307,"Veronica","Seguin",1
308,"Mathias","Gervais",1
309,"Veronica","Seguin",1
310,"Max","Aronson",1
311,"Jackee","Harry",1
312,"Cory","Morris",1
313,"Deborah","Caplan",1
314,"Sister","Torres",1
315,"Rosa","Soto",1
316,"Joe","Cecchini",1
317,"Heather","Borden",1
318,"Ashley","Holt",1
319,"Hilda","Hilman",1
320,"Roshara","Sanders",1
321,"Mathew","Rice",1
322,"Mara","Cristiani",1
323,"Heather","Profetto",1
324,"Nelson","Andreu",1
325,"Raffaele","Ronca",1
326,"Jesa","Henneberry",1
327,"Eric","Gibbs",1
328,"Kathy","Fang",1
329,"Jill","Falgiano",1
330,"Jay","Abrams",1
331,"Joshua","Berg",1
332,"Timothy","Witcher",1
333,"Andre","Fowles",1
334,"J.R.","Tiger",1
335,"Shannen","Tune",1
336,"Jenn","Cheng",1
337,"Justin","Turner",1
338,"Meny","Vaknin",1
339,"Adam","Greenberg",1
340,"Deborah","Caplan",1
341,"Andre","Fowles",1
342,"Adam","Greenberg",1
343,"Adrian","Ramirez",1
344,"Lauren","Liew",1
345,"Ian","Phillips",1
346,"Ken","West",1
347,"Erin","Smith",1
348,"Mark","Liberman",1
349,"Joe","Sasto",1
350,"Pastor","Biggers",1
351,"Brandon","Peacock",1
352,"Aarthi","Sampath",1
353,"Rachael","Zavala",1
354,"Veronica","Flores",1
355,"Matthew","Arlington",1
356,"Kamryn","Kohler",1
357,"Lyanna","Cintron",1
358,"Gabriel","Chirinos",1
359,"Matt","Romine",1
360,"Eliana","Casas",1
361,"Florian","Wehrli",1
362,"Eliana","Casas",1
363,"Jamie","Thomas",1
364,"Josh","Arcilla",1
365,"Julieta","Liebhoff",1
366,"Joshua","Potter",1
367,"Heidi","Weinstein",1
368,"Jen","Phanomrat",1
369,"Alex","Lawrence",1
370,"Karina","Smirnoff",1
371,"Charleen","Caabay",1
372,"Demetrio","Zavala",1
373,"Frank","West",1
374,"Demetrio","Zavala",1
375,"Lee","Knoeppel",1
376,"Seis","Kamimura",1
377,"Fernando","Ruiz",1
378,"Kathy","Fang",1
379,"Nicky","Palamaro",1
380,"Bobby","Flay",1
381,"Cara","Nicoletti",1
382,"Christopher","Royster",1
383,"Crystal","Williams",1
384,"Lesley","Covitz",1
385,"Michael","Bonk",1
386,"Faith","Paulick",1
387,"Dante","Giannini",1
388,"Martyna","Krowicka",1
389,"Nick","Browne",1
390,"Maria","Petridis",1
391,"Mark","Henry",1
392,"Adam","Kenworthy",1
393,"Scott","McDonald",1
394,"Gary","Gonzalez",1
395,"Christina","Jackson",1
396,"Carrie","Eagle",1
397,"Brooke","Siem",1
398,"Ype","Hengst",1
399,"Dave","Hadley",1
400,"Marie","Yniguez",1
401,"Andrew","Riccatelli",1
402,"Adriana","Urbina",1
403,"Frida","Karani",1
404,"Heather","Carr",1
405,"Lazarus","Lynch",1
406,"Paige","VanZant",1
407,"Jonathan","Sadowski",1
408,"Jodi","O'Keefe",1
409,"Lazarus","Lynch",1
410,"Kam","Khazai",1
411,"Nicolas","Ferreira",1
412,"Chris","Santos",1
413,"Tanya","Cauthen",1
414,"Shacafrica","Simmons",1
415,"Sabi","Bivas",1
416,"Scott","Maki",1
417,"Charly","Pierre",1
418,"Christine","Wendland",1
419,"Crystal","Smith",1
420,"Gavin","Jobe",1
421,"Nick","Wallace",1
422,"Chris","Holland",1
423,"Michael","Nelson",1
424,"Chris","Holland",1
425,"Julie","Cole",1
426,"Marcus","Woodham",1
427,"Caitlyn","Napolitano",1
428,"Adam","Bostwick",1
429,"John","Powali",1
430,"Eric","Arboleda",1
431,"Dustine","Gonsalves",1
432,"Airis","Johnson",1
433,"Jacob","Bensley",1
434,"Gabriel","Israel",1
435,"Kenneth","Temple",1
436,"Emily","Chapman",1
437,"Michael","Castellon",1
438,"Nick","Testa",1
439,"Adam","Greenberg",1
440,"Steve","Costanzo",1
441,"Dave","Martin",1
442,"Tristen","Epps",1
443,"Syrena","Johnson",1
444,"Chris","Paulikas",1
445,"Jamaal","Taherzadeh",1
446,"Sarah","Wade",1
447,"Lynnae","Oxley-Loupe",1
448,"Ken","Harvey",1
449,"Winnette","Ambrose",1
450,"Sarah","Wade",1
451,"Melanie","Moss",1
452,"Celeste","Rogers",1
453,"Jillian","Moskites",1
454,"Christian","Hayes",1
455,"Jennifer","Caraway",1
456,"Hannah","Wong",1
457,"Johnny","Church",1
458,"Kathleen","O'Brien-Price",1
459,"Noam","Bilitzer",1
460,"Aerin","Zavory",1
461,"Matt","Storch",1
462,"Evan","Hennessey",1
463,"Rachel","LeGloahec",1
464,"Franco","Robazetti",1
465,"Tatiana","Rosana",1
466,"Tommy","D'Ambrosio",1
467,"Tara","Khattar",1
468,"Dallas","McGarity",1
469,"Lanny","Chin",1
470,"Jessica","Quinn",1
471,"Adam","Allison",1
472,"Lynette","Mosher",1
473,"Yuri","Szarzewski",1
474,"Joyce","Bucad",1
475,"Matthew","Ginn",1
476,"Rachael","Polhill",1
477,"Jason","Asher",1
478,"Jermain","Edwards",1
479,"Joshua","Moore",1
480,"Kristina","Wisneski",1
481,"Elise","Miller",1
482,"Claude","Lewis",1
483,"John","Courtney",1
484,"Thomas","Tapat",1
485,"Nicholas","Poulmentis",1
486,"Laura","Gonzalez",1
487,"Eric","Felitto",1
488,"Nino","Coniglio",1
489,"Figgy","DiBenedetto",1
490,"Pawan","Pinisetti",1
491,"Anna","Vocaturo",1
492,"Nick","LaRosa",1
493,"Eyhab","Hatab",1
494,"Matt","Migliore",1
495,"Gregory","Headen",1
496,"Cory","Oppold",1
497,"Daniel","Brelsford",1
498,"Rachel","Goldzal",1
499,"Christine","Hazel",1
500,"Evan","Hennessey",1
501,"Adriana","Urbina",1
502,"Tatiana","Rosana",1
503,"Matthew","Ginn",1
504,"Adriana","Urbina",1
505,"Amanda","Freitag",1
506,"Eli","Dunn",1
507,"Ceil","Vardar",1
508,"Arielle","Wayner",1
509,"Jeff","Martino",1
510,"Stephen","Coe",1
511,"John","Bedingfield",1
512,"Melodie","Asseraf",1
513,"Brittany","Rescigno",1
514,"Lanfranco","Paliotti",1
515,"Jay","Rohlfing",1
516,"Leo","Asaro",1
517,"Ben","Merritt",1
518,"Rashad","Armstead",1
519,"Xavier","Santiago",1
520,"Eliza","Martin",1
521,"Aldo","Alo",1
522,"Sarah","Nelson",1
523,"David","Thomas",1
524,"Jen","Biesty",1
525,"Chris","Kollar",1
526,"Benjamin","Dubow",1
527,"Samantha","Gordon",1
528,"Denise","Shavandy",1
529,"Erik","Kwan",1
530,"Ethan","Speizer",1
531,"Ed","Randolph",1
532,"Claudio","Cristofoli",1
533,"Kevin","Templeton",1
534,"Kristol","Bryant",1
535,"Luke","Marschark",1
536,"Sang","Park",1
537,"Shachi","Mehra",1
538,"Ivan","Marquez",1
539,"Tarran","Hatton",1
540,"Rachel","Klemek",1
541,"Daniela","Martinez",1
542,"Daniela","Martinez",1
543,"Marla","Thurman",1
544,"Cara","Hermanson",1
545,"Jeffrey","Salazar",1
546,"Chris","Holland",1
547,"Kori","Hayward",1
548,"Chris","Coleman",1
549,"Maneet","Chauhan",1
550,"Melodie","Asseraf",1
551,"Chris","Carriker",1
552,"Fernanda","Tapia",1
553,"Michele","Hunter",1
554,"Javier","Canteras",1
555,"Julia","Chebotar",1
556,"Fernanda","Tapia",1
557,"David","Thomas",1
558,"Kristina","Wisneski",1
559,"Eli","Dunn",1
560,"David","Thomas",1
561,"James","Foran",1
562,"Arthur","Dulin",1
563,"Maame","Boakye",1
564,"Nemo","Bolin",1
565,"Luca","Annunziata",1
566,"Phillip","Esteban",1
567,"Kei","Ohdera",1
568,"Calin","Sauvron",1
